ID,Start date,End date,Comment,Country,Department,Seniority,Age,Contract type,Contract status,Cost center,HC
15117,6/20/2016,,,Sweden,Infrastructure Services,6/20/2016,35,Open ended,Employed,1180SE,1
15095,1/30/2012,,,Russia,Engineering,1/30/2012,33,Open ended,Employed,1322SE,1
15165,7/2/2018,,,India,Professional Services,7/2/2018,23,Open ended,Employed,1015SE,1
14979,4/10/2017,,,Sweden,Product Strategy,4/10/2017,48,Open ended,Employed,1166SE,1
15470,11/1/2019,12/14/2020,NRI October 2020,Sweden,Product Strategy,11/1/2019,53,Open ended,Employed,1270SE,0
15012,10/1/2013,,,Italy,Professional Services,10/1/2013,36,Open ended,Employed,1023GB,1
15589,6/1/2020,,,Philippines,Customer Success,6/1/2020,29,Open ended,Employed,1500HK,1
15073,5/24/2017,,,India,Engineering,5/24/2017,27,Open ended,Employed,1329SE,1
14786,9/6/2010,,,Sweden,Customer Success,9/6/2010,38,Open ended,Employed,1500GB,1
15240,11/5/2018,,,India,Engineering,11/5/2018,29,Open ended,Employed,1329SE,1
15461,10/23/2019,,,France,G&A / Finance Office,10/23/2019,26,Open ended,Employed,1060SE,1
14904,7/19/2004,,,Russia,Engineering,7/19/2004,44,Open ended,Employed,1322SE,1
14778,8/22/2017,,,India,Engineering,8/22/2017,41,Open ended,Employed,1329SE,1
15654,9/21/2020,,,Romania,G&A / Business Processes,9/21/2020,30,Open ended,Employed,1013SE,1
15255,12/3/2018,,,India,Professional Services,12/3/2018,35,Open ended,Employed,1015SE,1
15245,12/3/2018,,,Russia,Engineering,12/3/2018,37,Open ended,Employed,1322SE,1
15675,1/4/2021,,,Hong Kong,Professional Services,1/4/2021,35,Open ended,Future hire,1023HK,0
13626,2/1/2007,,,United States,Engineering,2/1/2007,54,Open ended,Employed,1324SE,1
13620,7/25/2011,,,France,Engineering,7/25/2011,45,Open ended,Employed,1323SE,1
13615,9/16/2013,,,Romania,Customer Success,9/16/2013,35,Open ended,Employed,1500GB,1
13623,10/22/2012,,,France,Engineering,10/22/2012,43,Open ended,Employed,1321SE,1
13627,12/10/2007,,,France,Infrastructure Services,12/10/2007,36,Open ended,Employed,1180SE,1
13649,8/13/2004,12/31/2020,NRI October 2020,Australia,Engineering,8/13/2004,43,Open ended,Employed,1270SE,0
13631,4/16/2007,,,Philippines,Customer Success,4/16/2007,43,Open ended,Employed,1500HK,1
13633,9/1/2006,,,France,Engineering,9/1/2006,39,Open ended,Employed,1323SE,1
13658,8/3/2015,,,France,Engineering,11/12/2007,36,Open ended,Employed,1323SE,1
15488,11/11/2019,12/31/2020,,Romania,G&A / Finance Office,11/11/2019,23,Intern,Employed,1060SE,0
13685,9/15/2008,,,Philippines,Global Markets AMERICAS,9/15/2008,40,Open ended,Employed,1024US,1
13801,3/2/2015,,,United States,Global Markets AMERICAS,3/2/2015,60,Open ended,Employed,3020US,1
13711,4/15/2013,,,Japan,Global Markets APAC,4/15/2013,44,Open ended,Employed,1022HK,1
13713,10/22/2007,,,France,Engineering,10/22/2007,42,Open ended,Employed,1323SE,1
13785,1/13/2003,,,France,G&A / People Office,1/13/2003,61,Open ended,Employed,1140SE,1
13796,4/1/2010,,,Philippines,Professional Services,4/1/2010,35,Open ended,Employed,1015SE,1
13800,8/1/2008,,,Philippines,Customer Success,8/1/2008,40,Open ended,Employed,1500HK,1
13802,2/1/2007,,,United States,Engineering,2/1/2007,65,Open ended,Employed,1324SE,1
13836,5/12/2011,,,United States,Infrastructure Services,5/12/2011,34,Open ended,Employed,1220SE,1
13888,1/29/2015,,,Romania,Engineering,1/29/2015,34,Open ended,Employed,1327SE,1
13859,3/16/2015,,,Romania,Engineering,3/16/2015,31,Open ended,Employed,1321SE,1
13874,6/6/2006,,,Philippines,Global Markets AMERICAS,6/6/2006,52,Open ended,Employed,1024US,1
13877,2/23/2011,,,Hong Kong,Engineering,2/23/2011,45,Open ended,Employed,1327SE,1
13942,1/24/2012,,,Philippines,Engineering,1/24/2012,39,Open ended,Employed,1323SE,1
13929,9/21/2009,,,Hong Kong,Infrastructure Services,9/21/2009,49,Open ended,Employed,1220SE,1
13950,8/1/2008,,,Philippines,Infrastructure Services,8/1/2008,38,Open ended,Employed,1220SE,1
13932,6/6/2016,,,Philippines,Engineering,6/6/2016,30,Open ended,Employed,1323SE,1
13974,1/7/2012,,,Romania,Engineering,1/7/2012,36,Open ended,Employed,1321SE,1
13998,8/6/2012,,,Philippines,Engineering,8/6/2012,36,Open ended,Employed,1326SE,1
14079,10/6/2014,,,United States,Professional Services,10/6/2014,29,Open ended,Employed,1023US,1
13994,1/16/2008,,,Philippines,Infrastructure Services,1/16/2008,38,Open ended,Employed,1220SE,1
14007,2/16/2015,,,France,Product Strategy,2/16/2015,35,Open ended,Employed,1166SE,1
14013,5/4/2015,,,Philippines,Infrastructure Services,5/4/2015,36,Open ended,Employed,1220SE,1
14042,4/1/2009,,,Hong Kong,Engineering,4/1/2009,45,Open ended,Employed,1327SE,1
14029,9/5/2016,,,Romania,Engineering,9/5/2016,30,Open ended,Employed,1321SE,1
14059,3/2/2015,,,Hong Kong,Infrastructure Services,3/2/2015,45,Open ended,Employed,1220SE,1
14074,1/1/2015,,,Philippines,Infrastructure Services,1/1/2015,30,Open ended,Employed,1180SE,1
14069,4/6/2006,,,France,Professional Services,4/6/2006,42,Open ended,Employed,1023GB,1
14102,7/4/2016,,,Hong Kong,Engineering,7/4/2016,30,Open ended,Employed,1327SE,1
14112,3/8/2010,,,Hong Kong,Engineering,3/8/2010,38,Open ended,Employed,1327SE,1
14138,7/14/2014,,,Singapore,Global Markets APAC,7/14/2014,33,Open ended,Employed,1022HK,1
14118,3/17/2008,,,United States,Engineering,3/17/2008,52,Open ended,Employed,1324SE,1
14175,10/31/2011,,,Philippines,Infrastructure Services,10/31/2011,41,Open ended,Employed,1220SE,1
14169,2/7/2011,,,France,Engineering,2/7/2011,39,Open ended,Employed,1323SE,1
14193,7/23/2008,,,France,Engineering,7/23/2008,38,Open ended,Employed,1321SE,1
14196,3/6/2000,,,United States,Engineering,3/6/2000,56,Open ended,Employed,1324SE,1
14900,2/12/2018,,,Russia,Engineering,2/12/2018,31,Open ended,Employed,1322SE,1
14244,8/15/2016,,,United States,Infrastructure Services,8/15/2016,44,Open ended,Employed,1210SE,1
14413,11/17/2014,,,France,Infrastructure Services,11/17/2014,52,Open ended,Employed,1180SE,1
14328,12/12/2011,,,Philippines,Infrastructure Services,12/12/2011,39,Open ended,Employed,1220SE,1
14238,10/19/2015,,,Philippines,Infrastructure Services,10/19/2015,33,Open ended,Employed,1220SE,1
14266,10/17/2011,,,Hong Kong,Engineering,10/17/2011,35,Open ended,Employed,1323SE,1
14312,8/7/2006,,,United States,Product Strategy,8/7/2006,42,Open ended,Employed,1166SE,1
14322,5/16/2016,,,Romania,Engineering,5/16/2016,30,Open ended,Employed,1321SE,1
14297,9/15/2015,,,United States,Product Strategy,9/15/2015,51,Freelancer contract,Employed,1166SE,0
14299,3/1/2013,,,Romania,Engineering,3/1/2013,40,Open ended,Employed,1321SE,1
14355,3/14/2011,1/30/2020,,France,Infrastructure Services,3/14/2011,35,Open ended,Left,1220SE,0
14357,9/26/2016,,,Romania,Engineering,9/26/2016,27,Open ended,Employed,1321SE,1
14365,12/14/2015,,,United States,Infrastructure Services,12/14/2015,55,Open ended,Employed,1220SE,1
14445,4/25/2020,,,France,Infrastructure Services,9/10/2018,29,Open ended,Employed,1180SE,1
14409,11/1/2007,,,Philippines,Infrastructure Services,11/1/2007,55,Open ended,Employed,1180SE,1
14464,10/17/2016,8/16/2020,,Hong Kong,Product Strategy,10/17/2016,35,Open ended,Left,1166SE,0
15650,9/1/2020,9/10/2021,,France,Engineering,9/1/2020,43,Intern,Employed,1321SE,0
14435,1/5/2015,,,Philippines,Customer Success,1/5/2015,40,Open ended,Employed,1500HK,1
15500,3/16/2020,,,France,Engineering,3/16/2020,34,Open ended,Employed,1323SE,1
14438,4/23/2009,,,France,Infrastructure Services,4/23/2009,35,Open ended,Employed,1220SE,1
14467,11/1/2016,,,Romania,Engineering,11/1/2016,37,Open ended,Employed,1321SE,1
14468,11/1/2016,,,Romania,Engineering,11/1/2016,27,Open ended,Employed,1321SE,1
14511,2/6/2017,10/12/2020,October Leaver parental,Romania,Professional Services,2/6/2017,32,Open ended,Employed,1015SE,0
14519,2/21/2017,3/31/2020,,Romania,G&A / Finance Office,2/21/2017,26,Open ended,Left,1060SE,0
14537,5/2/2017,,,Romania,Engineering,5/2/2017,26,Open ended,Employed,1327SE,1
14546,5/17/2017,,,Romania,G&A / Finance Office,5/17/2017,27,Open ended,Employed,1060SE,1
14564,8/17/2020,,,France,Marketing & Communications,8/17/2020,28,Open ended,Employed,1100SE,1
14574,10/2/2017,,,Romania,Engineering,10/2/2017,25,Open ended,Employed,1321SE,1
14581,9/7/2020,,,France,Infrastructure Services,9/25/2017,23,Open ended,Employed,1210SE,1
15522,2/4/2020,,,United States,Global Markets AMERICAS,2/4/2020,40,Open ended,Employed,3020US,1
14605,7/10/2017,,,Philippines,Infrastructure Services,7/10/2017,35,Open ended,Employed,1220SE,1
14619,8/21/2017,,,United States,Infrastructure Services,8/21/2017,31,Open ended,Employed,1180SE,1
14644,12/11/2017,,,Hong Kong,Engineering,12/11/2017,31,Open ended,Employed,1327SE,1
14613,8/30/2017,,,Romania,Engineering,8/30/2017,32,Open ended,Employed,1327SE,1
15510,1/8/2020,,,United States,G&A / Finance Office,1/8/2020,26,Intern,Employed,1060SE,0
14640,11/13/2017,10/10/2020,October Leaver,Hong Kong,Customer Success,11/13/2017,36,Open ended,Left,1500HK,0
14648,12/6/2017,,,Philippines,Engineering,12/6/2017,36,Open ended,Employed,1327SE,1
14654,1/4/2018,,,Japan,Infrastructure Services,1/4/2018,31,Open ended,Employed,1220SE,1
14656,1/3/2018,1/6/2020,,United States,Global Markets AMERICAS,1/3/2018,46,Open ended,Left,3020US,0
14683,4/10/2018,,,Romania,G&A / Finance Office,4/10/2018,39,Open ended,Employed,1060SE,1
14673,3/12/2018,,,Hong Kong,Infrastructure Services,3/12/2018,27,Open ended,Employed,1180SE,1
14687,4/23/2018,,,Philippines,Customer Success,4/23/2018,29,Open ended,Employed,1500HK,1
14692,4/17/2018,4/2/2020,,France,Customer Success,4/17/2018,31,Open ended,Left,1500GB,0
14693,4/18/2018,,,France,Engineering,4/18/2018,43,Open ended,Employed,1321SE,1
15655,9/10/2020,,,India,Professional Services,9/10/2020,28,Open ended,Employed,1015SE,1
14715,7/3/2018,,,Romania,Professional Services,7/3/2018,34,Open ended,Employed,1015SE,1
14716,7/2/2018,,,Romania,G&A / Finance Office,7/2/2018,30,Open ended,Employed,1060SE,1
15306,2/11/2019,,,India,Professional Services,2/11/2019,24,Open ended,Employed,1015SE,1
14724,12/3/2018,,,Romania,Engineering,12/3/2018,24,Open ended,Employed,1321SE,1
15168,7/23/2018,6/19/2020,,Romania,G&A / Finance Office,7/23/2018,22,Intern,Left,1060SE,0
15235,10/17/2018,5/29/2020,,Romania,G&A / Finance Office,10/17/2018,31,Open ended,Left,1060SE,0
15211,10/1/2020,,October joiner - VIE to FTE,Japan,Global Markets APAC,10/1/2018,25,Open ended,Employed,1023HK,1
14352,8/13/2007,,,United States,Infrastructure Services,8/13/2007,50,Open ended,Employed,1220SE,1
14280,8/28/2015,,,Hong Kong,Infrastructure Services,8/28/2015,40,Open ended,Employed,1220SE,1
15250,12/5/2018,,,Romania,Engineering,12/5/2018,26,Open ended,Employed,1321SE,1
14400,7/1/2015,,,United States,G&A / Finance Office,1/2/2007,39,Open ended,Employed,1060SE,1
14801,9/16/2002,,,United States,Engineering,9/16/2002,40,Open ended,Employed,1328SE,1
14111,11/5/2009,,,Hong Kong,Engineering,11/5/2009,34,Open ended,Employed,1323SE,1
13695,1/3/2012,,,Romania,Professional Services,1/3/2012,36,Open ended,Employed,1015SE,1
15224,7/1/2014,,,United States,Global Markets AMERICAS,7/1/2014,38,Freelancer contract,Employed,3030US,0
15098,11/2/2015,,,United States,Engineering,11/2/2015,46,Open ended,Employed,1328SE,1
15453,9/9/2019,,,Russia,G&A / People Office,9/9/2019,28,Open ended,Employed,1140SE,1
14144,8/1/2018,,,France,Engineering,4/11/2016,30,Open ended,Employed,1323SE,1
15182,8/13/2018,,,Russia,Engineering,8/13/2018,26,Open ended,Employed,1322SE,1
14837,8/2/2005,,,Hong Kong,Global Markets APAC,8/2/2005,38,Open ended,Employed,1023HK,1
14907,9/5/2005,,,Hong Kong,Global Markets APAC,9/5/2005,40,Open ended,Employed,4300HK,1
15087,11/27/2017,,,Russia,Engineering,11/27/2017,26,Open ended,Employed,1322SE,1
15048,7/1/2015,,,Russia,Engineering,7/1/2015,25,Open ended,Employed,1328SE,1
15104,5/16/2016,,,India,Engineering,5/16/2016,31,Open ended,Employed,1325SE,1
14036,3/9/2009,,,France,Global Markets EMEA,3/9/2009,37,Open ended,Employed,2330GB,1
13856,8/17/2015,,,Philippines,Customer Success,8/17/2015,36,Open ended,Employed,1500HK,1
15143,7/4/2016,,,Russia,Engineering,7/4/2016,24,Open ended,Employed,1322SE,1
15097,1/1/2002,,,Russia,Engineering,1/1/2002,43,Open ended,Employed,1322SE,1
14840,7/4/2016,,,Russia,Engineering,7/4/2016,24,Open ended,Employed,1322SE,1
14405,7/11/2016,5/15/2020,,United States,Global Markets AMERICAS,7/11/2016,26,Open ended,Left,3040US,0
14309,1/5/1998,,,United States,Infrastructure Services,1/5/1998,43,Open ended,Employed,1220SE,1
14258,5/4/2015,,,Philippines,Customer Success,5/4/2015,38,Open ended,Employed,1500HK,1
13797,3/15/2009,,,Philippines,Infrastructure Services,3/15/2009,34,Open ended,Employed,1220SE,1
14630,9/25/2017,,,Philippines,Customer Success,9/25/2017,27,Open ended,Employed,1500HK,1
14616,9/15/2017,7/31/2020,,Singapore,Global Markets APAC,9/15/2017,39,Open ended,Left,4300HK,0
15180,8/1/2018,12/1/2020,,India,Engineering,8/1/2018,24,Open ended,Employed,1325SE,1
13676,7/5/2006,,,United States,Engineering,7/5/2006,55,Open ended,Employed,1324SE,1
14621,9/11/2017,3/31/2020,,Romania,Customer Success,9/11/2017,30,Open ended,Left,1500GB,0
15115,9/16/2014,,,Russia,Customer Success,9/16/2014,27,Open ended,Employed,1500US,1
14657,1/2/2018,,,France,Infrastructure Services,1/2/2018,38,Open ended,Employed,1220SE,1
14694,4/4/2018,7/31/2020,,Romania,Customer Success,4/4/2018,27,Open ended,Left,1500GB,0
15196,9/17/2018,,,Russia,Engineering,9/17/2018,27,Open ended,Employed,1322SE,1
14924,6/24/2016,3/11/2020,,Italy,Customer Success,6/24/2016,34,Open ended,Left,1500GB,0
14899,7/4/2016,,,Russia,Engineering,7/4/2016,23,Open ended,Employed,1322SE,1
13682,3/16/2009,9/11/2020,,Australia,Engineering,3/16/2009,53,Open ended,Left,1326SE,0
14898,4/23/2018,,,Italy,Customer Success,4/23/2018,28,Open ended,Employed,1500GB,1
15093,3/14/2016,,,United States,Professional Services,12/1/2014,34,Open ended,Employed,1023US,1
15285,1/16/2019,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
14968,6/29/2015,3/24/2020,,United States,Engineering,6/29/2015,58,Open ended,Left,1328SE,0
14819,10/15/2001,,,Hong Kong,Global Markets APAC,10/15/2001,47,Open ended,Employed,4300HK,1
15173,9/25/2018,,,Sweden,G&A / Legal Office,9/25/2018,31,Open ended,Employed,1110SE,1
14896,8/25/2009,3/1/2020,,Sweden,Engineering,2/17/2006,39,Open ended,Left,1328SE,0
15000,6/3/2013,6/4/2020,,Sweden,Engineering,6/3/2013,48,Open ended,Left,1328SE,0
14544,4/26/2017,,,Romania,Engineering,4/26/2017,34,Open ended,Employed,1327SE,1
15036,6/30/2014,,,Russia,Customer Success,6/30/2014,33,Open ended,Employed,1500GB,1
14000,12/27/2006,,,United States,Global Markets AMERICAS,12/27/2006,42,Open ended,Employed,1024US,1
14082,10/24/2013,,,United States,Professional Services,10/1/2011,34,Open ended,Employed,1023US,1
13871,11/13/2000,,,United States,Global Markets AMERICAS,11/13/2000,49,Open ended,Employed,1024US,1
15064,4/3/2017,,,Russia,Engineering,4/3/2017,24,Open ended,Employed,1322SE,1
14960,6/14/2012,,,United States,Engineering,6/14/2012,33,Open ended,Employed,1328SE,1
14910,1/1/2017,5/15/2020,,Sweden,Infrastructure Services,1/1/2017,32,Open ended,Left,1180SE,0
14262,10/5/2015,,,Philippines,Infrastructure Services,10/5/2015,28,Open ended,Employed,1220SE,1
15051,6/1/2006,,,Sweden,Engineering,6/1/2006,48,Open ended,Employed,1322SE,1
15113,1/23/2017,5/22/2020,,United States,Customer Success,1/23/2017,50,Open ended,Left,1500US,0
14702,5/7/2018,,,Romania,G&A / Finance Office,5/7/2018,24,Open ended,Employed,1060SE,1
14597,7/4/2017,,,Romania,G&A / Finance Office,7/4/2017,30,Open ended,Employed,1060SE,1
15092,1/8/2018,,,Sweden,Infrastructure Services,1/8/2018,37,Open ended,Employed,1220SE,1
14047,7/9/2007,,,United States,Global Markets AMERICAS,7/9/2007,44,Open ended,Employed,1024US,1
14232,6/16/2014,,,United States,Customer Success,6/16/2014,41,Open ended,Employed,1500US,1
14281,9/26/2011,,,Philippines,Infrastructure Services,9/26/2011,33,Open ended,Employed,1220SE,1
14719,10/1/2018,,,Romania,Engineering,10/1/2018,25,Open ended,Employed,1321SE,1
14935,3/1/2005,,,United States,Global Markets AMERICAS,3/1/2005,39,Open ended,Employed,3030US,1
14233,12/3/2013,,,France,Professional Services,12/3/2013,43,Open ended,Employed,1023GB,1
14969,3/15/2004,,,United States,Global Markets AMERICAS,3/15/2004,40,Open ended,Employed,3030US,1
14997,5/19/2017,2/28/2020,,India,Engineering,5/19/2017,30,Open ended,Left,1329SE,0
14532,4/10/2017,,,Romania,G&A / Finance Office,4/10/2017,36,Open ended,Employed,1060SE,1
14948,10/1/2006,,,Sweden,Global Markets EMEA,7/22/2002,46,Open ended,Employed,2330GB,1
15309,2/13/2019,,,India,Engineering,2/13/2019,30,Open ended,Employed,1329SE,1
15298,2/18/2019,,,Russia,Engineering,2/18/2019,22,Open ended,Employed,1322SE,1
14068,7/18/2011,,,Philippines,Infrastructure Services,7/18/2011,38,Open ended,Employed,1220SE,1
15045,9/6/2001,,,Russia,Engineering,9/6/2001,44,Open ended,Employed,1328SE,1
14881,2/21/2019,,,Hong Kong,Engineering,7/4/2016,24,Open ended,Employed,1328SE,1
14376,3/14/2011,,,Philippines,Customer Success,3/14/2011,34,Open ended,Employed,1500HK,1
14764,10/15/2012,,,Sweden,G&A / Finance Office,10/15/2012,39,Open ended,Employed,1060SE,1
15295,2/5/2019,,,Russia,Infrastructure Services,2/5/2019,25,Open ended,Employed,1180SE,1
14557,5/22/2017,,,Philippines,Infrastructure Services,5/22/2017,32,Open ended,Employed,1220SE,1
15292,2/12/2019,,,Japan,Global Markets APAC,2/12/2019,50,Open ended,Employed,1023HK,1
14713,9/3/2012,1/5/2020,,Sweden,G&A / Legal Office,9/3/2012,62,Open ended,Left,,0
13920,8/11/2008,,,United States,Infrastructure Services,8/11/2008,54,Open ended,Employed,1220SE,1
14387,11/5/2007,,,United States,Infrastructure Services,11/5/2007,49,Open ended,Employed,1220SE,1
14858,1/9/2006,,,Sweden,G&A / People Office,1/9/2006,52,Open ended,Employed,1140SE,1
14396,9/3/2014,,,France,Infrastructure Services,9/3/2014,40,Open ended,Employed,1220SE,1
15317,3/11/2019,,,Russia,G&A / Finance Office,3/11/2019,29,Open ended,Employed,1060SE,1
14776,7/2/2007,,,India,Engineering,7/2/2007,34,Open ended,Employed,1330SE,1
14855,3/4/2019,,,Canada,Engineering,2/3/2014,31,Open ended,Employed,1328SE,1
15639,8/4/2020,,,United Kingdom,Product Strategy,8/4/2020,45,Open ended,Employed,1166SE,1
15320,3/6/2019,,,Philippines,Infrastructure Services,3/6/2019,,Open ended,Employed,1220SE,1
14930,7/1/2016,9/4/2020,,Russia,Engineering,7/1/2016,26,Open ended,Left,1322SE,0
14408,10/11/2018,,,Hong Kong,Engineering,5/12/2014,36,Open ended,Employed,1327SE,1
14983,6/4/2013,,,Russia,Engineering,6/4/2013,30,Open ended,Employed,1322SE,1
15047,4/3/2018,,,Russia,Customer Success,4/3/2018,35,Open ended,Employed,1500GB,1
14784,10/1/2012,,,Russia,Customer Success,10/1/2012,35,Open ended,Employed,1500GB,1
14871,7/8/2015,,,Russia,Customer Success,7/8/2015,31,Open ended,Employed,1500GB,1
14051,3/19/2019,,,Philippines,Infrastructure Services,3/19/2019,29,Open ended,Employed,1210SE,1
13618,12/1/2014,,,France,Infrastructure Services,12/1/2014,36,Open ended,Employed,1180SE,1
14705,4/23/2018,,,France,Professional Services,4/23/2018,39,Open ended,Employed,1023GB,1
14264,4/8/2002,,,United States,Infrastructure Services,4/8/2002,44,Open ended,Employed,1220SE,1
15166,7/9/2018,,,United States,Global Markets AMERICAS,7/9/2018,51,Open ended,Employed,3020US,1
14570,10/2/2017,,,Romania,Engineering,10/2/2017,24,Open ended,Employed,1327SE,1
14864,7/16/2002,,,Italy,Global Markets EMEA,7/16/2002,50,Open ended,Employed,2300GB,1
13957,6/29/2015,,,Romania,Engineering,6/29/2015,27,Open ended,Employed,1321SE,1
13918,4/18/2011,,,United States,Product Strategy,4/18/2011,54,Open ended,Employed,1166SE,1
15239,11/1/2018,,,India,Engineering,1/17/2011,45,Open ended,Employed,1325SE,1
14843,9/1/2014,,,Russia,Customer Success,9/1/2014,29,Open ended,Employed,1500GB,1
15322,6/10/2019,,,Romania,Customer Success,6/10/2019,23,Open ended,Employed,1500GB,1
15301,2/18/2019,,,Russia,Engineering,2/18/2019,26,Open ended,Employed,1322SE,1
14332,11/15/2011,,,Philippines,Infrastructure Services,11/15/2011,43,Open ended,Employed,1220SE,1
15057,1/11/2016,,,Hong Kong,Customer Success,1/11/2016,45,Open ended,Employed,1500HK,1
14231,2/22/2010,,,France,Professional Services,2/22/2010,35,Open ended,Employed,1023GB,1
15299,4/12/2019,,,Russia,Engineering,2/11/2019,24,Open ended,Employed,1322SE,1
14652,1/2/2018,,,Philippines,Engineering,1/2/2018,32,Open ended,Employed,1326SE,1
15053,12/4/2012,,,Russia,Engineering,12/4/2012,32,Open ended,Employed,1328SE,1
14741,5/10/2001,,,Russia,Engineering,5/10/2001,43,Open ended,Employed,1322SE,1
15120,11/19/2007,,,Sweden,G&A / Finance Office,11/19/2007,40,Open ended,Employed,1060SE,1
14084,2/11/2013,,,Philippines,Engineering,2/11/2013,42,Open ended,Employed,1326SE,1
15324,7/15/2019,,,Romania,Professional Services,7/15/2019,24,Open ended,Employed,1015SE,1
14397,10/11/2010,,,United States,Infrastructure Services,10/11/2010,58,Open ended,Employed,1220SE,1
14539,4/24/2017,,,France,Professional Services,4/24/2017,51,Open ended,Employed,1023GB,1
15156,7/2/2018,10/31/2020,October Leaver,India,Customer Success,7/2/2018,23,Open ended,Left,1500HK,0
15287,1/16/2019,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
15335,4/8/2019,,,Russia,Engineering,4/8/2019,23,Open ended,Employed,1322SE,1
14230,11/1/2011,,,France,Global Markets EMEA,11/1/2011,35,Open ended,Employed,2330GB,1
14828,3/13/2017,,,Russia,Engineering,3/13/2017,25,Open ended,Employed,1328SE,1
15354,5/16/2019,,,Philippines,Professional Services,5/16/2019,,Open ended,Employed,1015SE,1
15242,11/15/2018,1/3/2020,,India,Customer Success,11/15/2018,28,Open ended,Left,1500HK,0
13853,5/18/2015,,,United States,Global Markets AMERICAS,5/18/2015,56,Open ended,Employed,3030US,1
15204,9/10/2018,9/7/2020,,Australia,Engineering,9/10/2018,36,Open ended,Left,1326SE,0
15345,4/17/2019,,,Romania,Infrastructure Services,4/17/2019,25,Open ended,Employed,1180SE,1
14604,9/1/2017,,,Japan,Global Markets APAC,9/1/2017,48,Open ended,Employed,1022HK,1
14953,8/14/2017,3/14/2021,NRI October 2020,Sweden,Product Strategy,2/4/2002,47,Open ended,Employed,1270SE,0
13990,1/2/2001,,,United States,Infrastructure Services,1/2/2001,57,Open ended,Employed,1220SE,1
15346,4/22/2019,,,Romania,Customer Success,6/22/2019,27,Open ended,Employed,1500GB,1
13692,12/1/2005,,,United States,Infrastructure Services,12/1/2005,38,Open ended,Employed,1220SE,1
14524,3/6/2017,,,Romania,Engineering,3/6/2017,41,Open ended,Employed,1321SE,1
14939,5/7/2012,,,Sweden,G&A / Finance Office,5/7/2012,37,Open ended,Employed,1060SE,1
15189,9/3/2019,10/30/2020,,France,Infrastructure Services,9/3/2018,24,Intern,Left,1180SE,0
14470,11/14/2016,,,France,Customer Success,11/14/2016,44,Open ended,Employed,1500GB,1
14831,9/20/2016,,,Russia,Engineering,9/20/2016,26,Open ended,Employed,1322SE,1
15155,7/2/2018,10/31/2020,October Leaver,India,Customer Success,7/2/2018,23,Open ended,Left,1500HK,0
14140,2/16/2015,,,France,Customer Success,2/16/2015,42,Open ended,Employed,1500GB,1
15337,4/15/2019,,,United States,Marketing & Communications,4/15/2019,30,Open ended,Employed,1100SE,1
15360,5/16/2019,,,Philippines,Customer Success,5/16/2019,,Open ended,Employed,1500HK,1
14075,3/16/2015,,,Philippines,Professional Services,3/16/2015,34,Open ended,Employed,1015SE,1
15370,5/20/2019,,,Romania,Engineering,5/20/2019,26,Open ended,Employed,1327SE,1
13688,12/1/2010,,,France,Infrastructure Services,12/1/2010,46,Open ended,Employed,1220SE,1
15171,7/16/2018,,,Russia,Engineering,7/16/2018,24,Open ended,Employed,1322SE,1
14066,3/4/2019,,,Hong Kong,Global Markets APAC,3/1/2016,27,Open ended,Employed,1023HK,1
14242,3/22/2019,,,Singapore,Global Markets APAC,6/6/2007,41,Open ended,Employed,4330HK,1
14535,5/15/2017,,,France,Marketing & Communications,5/15/2017,36,Open ended,Employed,1100SE,1
15126,4/5/2006,,,United States,Global Markets AMERICAS,4/5/2006,38,Open ended,Employed,3020US,1
15343,3/25/2019,,,Philippines,Infrastructure Services,3/25/2019,28,Open ended,Employed,1220SE,1
14701,12/16/2019,1/17/2020,,France,Infrastructure Services,12/16/2019,26,Fixed term,Left,1180SE,0
14736,9/17/2012,,,United States,Customer Success,9/17/2012,34,Open ended,Employed,1500US,1
14342,4/1/2015,,,Romania,Engineering,4/1/2015,27,Open ended,Employed,1321SE,1
14508,1/9/2017,,,Romania,Professional Services,1/9/2017,30,Open ended,Employed,1015SE,1
15384,6/12/2019,9/30/2020,,Australia,Engineering,6/12/2019,29,Open ended,Left,1326SE,0
15355,5/16/2019,,,Philippines,Customer Success,5/16/2019,,Open ended,Employed,1500HK,1
14454,10/3/2016,,,France,Product Strategy,10/3/2016,56,Open ended,Employed,1166SE,1
14253,2/2/2015,,,United States,Engineering,2/2/2015,34,Open ended,Employed,1324SE,1
15231,10/1/2020,,October joiner - VIE to FTE,Brazil,Professional Services,12/29/2020,27,Open ended,Employed,1023US,1
15356,6/3/2019,,,Philippines,Infrastructure Services,6/3/2019,35,Open ended,Employed,1220SE,1
15557,4/6/2020,,,Romania,G&A / Finance Office,4/6/2020,25,Open ended,Employed,1060SE,1
15471,10/14/2019,12/31/2020,,Russia,Engineering,10/14/2019,25,Intern,Employed,1322SE,0
13862,10/6/2008,,,France,Engineering,10/6/2008,35,Open ended,Employed,1321SE,1
15236,10/15/2018,2/21/2020,,India,Engineering,10/15/2018,26,Open ended,Left,1329SE,0
15286,1/16/2019,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
14689,7/23/2018,,,Romania,Professional Services,7/23/2018,24,Open ended,Employed,1015SE,1
